ASpace_ID,Names,Authority_ID,Source
983,"Leake, William Martin",,library of congress name authority file
986,"Duncan, Ronnie",,library of congress name authority file
987,"Gardner, Ian",,library of congress name authority file
988,"Murray, Graeme",,library of congress name authority file
989,"Torok, Karl",,library of congress name authority file
990,"Fitchen, John",,library of congress name authority file
991,"Bucher, François",,library of congress name authority file
992,"Conant, Kenneth John",,library of congress name authority file
993,"Harvey, John",,library of congress name authority file
994,"Heyman, Jacques",,library of congress name authority file
995,"Hubka, Thomas C.",,library of congress name authority file
996,"Macaulay, David",,library of congress name authority file
997,"McKee, Harley J.",,library of congress name authority file
998,"Placzek, Adolf K.",,library of congress name authority file
999,"Szarmach, Paul E.",,library of congress name authority file
1000,"Van Nise, Robert L.",,
1001,"Wachs, William Carl ",,library of congress name authority file
1002,"Folgore, Luciano",,library of congress name authority file
1003,"Savinio, Alberto",,library of congress name authority file
1004,"Ford, Charles Henri",,library of congress name authority file
1005,"Tchelitchew, Pavel",,library of congress name authority file
1006,"Ford, Ruth",,
1007,"Borrero, Angel",,
1008,"Bowles, Paul",,library of congress name authority file
1009,"Burk, Ronnie",,library of congress name authority file
1010,"Chick, John",,
1011,"Cleveland, Buster",,
1012,"Cohen, Ira",,library of congress name authority file
1013,"Cunard, Nancy",,library of congress name authority file
1014,"Dreva, Jerry",,
1015,"Fini, Leonor",,library of congress name authority file
1016,"Friar, Kimon",,library of congress name authority file
1017,"Grillo, Paul",,library of congress name authority file
1019,"Joans, Ted",,library of congress name authority file
1020,"Kostakis, Peter",,library of congress name authority file
1021,"Malanga, Gerard",,library of congress name authority file
1022,"Oisteanu, Valery",,library of congress name authority file
1023,"Tillman, Lynne",,library of congress name authority file
1024,"Fredericks, Claude",,library of congress name authority file
1025,"Merrill, James",,library of congress name authority file
1026,"Alloway, Lawrence",,library of congress name authority file
1027,"Alloway, Sylvia",,
1029,"Berryman, John",,library of congress name authority file
1030,"Giroux, Robert",,library of congress name authority file
1031,"Hofer, Evelyn",,library of congress name authority file
1032,"Hunter, Sam",,library of congress name authority file
1033,"Kimball, Roger",,library of congress name authority file
1034,"Laughlin, James",,library of congress name authority file
1035,"Malamud, Bernard",,library of congress name authority file
1036,"Merton, Thomas",,library of congress name authority file
1037,"Myers, John",,
1038,"Nin, Anaïs",,library of congress name authority file
1039,"Orlovitz, Gil",,library of congress name authority file
1040,"Ossorio, Alfonso",,library of congress name authority file
1041,"Sarton, May",,library of congress name authority file
1042,"Saul, Milton",,library of congress name authority file
1043,"Stevens, Wallace",,library of congress name authority file
1044,"Toklas, Alice B.",,library of congress name authority file
1045,"Van Vechten, Carl",,library of congress name authority file
1047,"D'Annunzio, Gabriele",,library of congress name authority file
1048,"Acquaviva, Giovanni",,library of congress name authority file
1049,"Bertozzi, Renzo.",,local
1050,"Bois, Jules",,library of congress name authority file
1051,"Bragalia, Anton Giulio",,library of congress name authority file
1052,"Cangiullo, Francesco",,library of congress name authority file
1053,"Carrieri, Raffaele",,library of congress name authority file
1054,"Darío, Rubén",,library of congress name authority file
1055,"D'Albisola, Tullio",,local
1056,"Depero, Fortunato",,library of congress name authority file
1057,"Diaghilev, Serge",,library of congress name authority file
1058,"Di Bosso, Renato",,library of congress name authority file
1059,"Eckhoud, Georges",,local
1060,"Goretti, Maria Sara",,library of congress name authority file
1061,"Guggenheim, Peggy",,library of congress name authority file
1062,"Larionov, Mikhail Fedorovich",,library of congress name authority file
1063,"Maeterlinck, Maurice",,library of congress name authority file
1064,"Marchi, Virgilio",,library of congress name authority file
1065,"Marinetti Cappa, Benedetta",,library of congress name authority file
1066,"Masefield, John",,library of congress name authority file
1067,"Mauclair, Camille",,library of congress name authority file
1068,"Merrill, Stuart",,library of congress name authority file
1069,"Mockel, Albert",,library of congress name authority file
1070,"Orazi, Vittorio",,library of congress name authority file
1071,"Pelacani, A.M.",,
1072,"Prezzolini, Luigi",,
1073,"Romains, Jules",,library of congress name authority file
1074,Saint-Pol-Roux,,library of congress name authority file
1075,"Scrivo, Luigi",,
1076,"Scurto, Ignazio",,library of congress name authority file
1077,"Soffici, Ardengo",,library of congress name authority file
1078,"Verga, Giovanni",,library of congress name authority file
1079,"Winston, Harry Lewis",,library of congress name authority file
1080,"Yeats, W. B. (William Butler)",,library of congress name authority file
1081,"Weber, Frederick",,
1082,"Barnabei, Felice",,library of congress name authority file
1083,"Gentili, Berardino",,
1084,"Gentili, Bernardino",,
1085,"Gentili, Carmine",,
1086,"Gentili, Giacomo",,
1091,"Gigord, Pierre de",,library of congress name authority file
1092,Ali Sami,,library of congress name authority file
1093,"Berggren, G. (Guillaume)",,library of congress name authority file
1094,"Caranza, Ernest de",,
1095,"Delbet, Jules",,library of congress name authority file
1096,"Ferrier, Claude Marie",,library of congress name authority file
1098,"Robertson, James",,library of congress name authority file
1099,"Svoboda, A. (Alex)",,library of congress name authority file
1100,"Sébah, J. Pascal",,library of congress name authority file
1101,"Trémaux, P. (Pierre)",,library of congress name authority file
1103,"Sade, marquis de",,library of congress name authority file
1104,"Arenas, Braulio",,library of congress name authority file
1105,"Bachelard, Gaston",,library of congress name authority file
1106,"Cáceres, Jorge",,library of congress name authority file
1108,"Goldberg, Donald",,
1109,"Gavarni, Paul",,library of congress name authority file
1110,"Grandville, J. J.",,library of congress name authority file
1112,"Leonardo, da Vinci",,library of congress name authority file
1113,Michelangelo Buonarroti,,library of congress name authority file
1114,"Beyer, Hubertus von",,library of congress name authority file
1115,"Clark, Kenneth",,library of congress name authority file
1116,"Dumont, Reinhold Neven",,library of congress name authority file
1117,"Fegers, Hans",,library of congress name authority file
1118,"Ganz, Paul Leonhard",,library of congress name authority file
1119,"Hendy, Philip, Sir",,library of congress name authority file
1120,"Klumbies, Heinrich",,library of congress name authority file
1121,"LeBrooy, Paul James",,library of congress name authority file
1122,"Novotny, Fritz",,library of congress name authority file
1123,"Parker, K. T. (Karl Theodore)",,library of congress name authority file
1124,"Popham, A. E. (Arthur Ewart)",,library of congress name authority file
1125,"Schimert, Gustav",,
1126,"Stone, Irving",,library of congress name authority file
1127,"Ungar, Frederick",,library of congress name authority file
1128,"Unwin, Stanley, Sir",,library of congress name authority file
1129,"Witsch, Joseph Caspar",,library of congress name authority file
1130,"Greenberg, Clement",,library of congress name authority file
1131,"Bush, Jack",,library of congress name authority file
1133,"Louis, Morris",,library of congress name authority file
1134,"Noland, Kenneth",,library of congress name authority file
1136,"Smith, David",,library of congress name authority file
1137,"Lazarus, Harold",,library of congress name authority file
1138,"Russell, John",,library of congress name authority file
1139,"Russell, Vera",,
1140,"Hadid, Zaha",,library of congress name authority file
1141,"Hall, Manly P. (Manly Palmer)",,library of congress name authority file
1142,"Böhme, Jakob",,library of congress name authority file
1143,"Bacstrom, Sigismond",,
1144,"Cagliostro, Alessandro, conte di",,library of congress name authority file
1145,"Maier, Michael",,library of congress name authority file
1146,"Ripley, George",,library of congress name authority file
1147,"Hausmann, Raoul",,library of congress name authority file
1148,"Heartfield, John",,library of congress name authority file
1149,"Höch, Hannah",,library of congress name authority file
1150,"Chopin, Henri",,library of congress name authority file
1151,"Garnier, Pierre",,library of congress name authority file
1152,"Hausmann, Elfriede",,
1153,"Hausmann, Vera",,
1156,"Reichardt, Jasia",,library of congress name authority file
1158,"Sulzbach, Renée",,
1159,"Themerson, Stefan",,library of congress name authority file
1161,"Aertsen, Pieter",,library of congress name authority file
1162,"Allori, Alessandro",,library of congress name authority file
1163,"Altdorfer, Albrecht",,library of congress name authority file
1164,"Baldung, Hans",,library of congress name authority file
1165,"Balen, Hendrick van",,library of congress name authority file
1166,"Benson, Ambrosius",,library of congress name authority file
1167,"Bles, Henri",,library of congress name authority file
1168,"Bloemaert, Abraham",,library of congress name authority file
1169,"Boekhorst, Johannes",,library of congress name authority file
1170,"Bol, Ferdinand",,library of congress name authority file
1171,"Borch, Gerard ter",,library of congress name authority file
1172,"Bosch, Hieronymus",,library of congress name authority file
1173,"Bouts, Dieric",,library of congress name authority file
1174,"Boyermans, Théodore",,
1175,"Bril, Paul",,library of congress name authority file
1176,"Brouwer, Adriaen",,library of congress name authority file
1177,"Broeck, Crispin van den",,library of congress name authority file
1178,"Bruegel, Jan",,library of congress name authority file
1179,"Bruegel, Jan",,library of congress name authority file
1180,"Bruegel, Pieter",,library of congress name authority file
1181,"Bruegel, Pieter",,library of congress name authority file
1182,"Campen, Jacob van",,library of congress name authority file
1183,"Cats, Jacob",,library of congress name authority file
1184,"Coninxloo, Gillis van",,library of congress name authority file
1185,"Cornelisz van Oostsanen, Jacob",,library of congress name authority file
1186,"Coxcie, Michel",,library of congress name authority file
1187,"Cranach, Lucas",,library of congress name authority file
1188,"Crayer, Gaspar de",,library of congress name authority file
1189,"Dalem, Cornelis van",,
1190,"Diepenbeeck, Abraham van",,library of congress name authority file
1191,"Dou, Gerard",,library of congress name authority file
1192,"Drost, Willem",,library of congress name authority file
1193,"Duck, Jakob",,library of congress name authority file
1194,"Dujardin, Karel",,library of congress name authority file
1195,"Dürer, Albrecht",,library of congress name authority file
1196,"Egmont, Justus van ",,
1197,"Elsheimer, Adam",,library of congress name authority file
1198,"Eyck, Jan van",,library of congress name authority file
1199,"Fabritius, Barent",,library of congress name authority file
1200,"Fabritius, Carel",,library of congress name authority file
1201,"Floris, Frans",,library of congress name authority file
1202,"Franchoys, Lucas",,library of congress name authority file
1203,"Francken, Frans",,library of congress name authority file
1204,"Francken, Jerome",,library of congress name authority file
1205,"Fruytiers, Philip",,library of congress name authority file
1206,"Fyt, Jan",,
1207,"Geertgen, tot Sint Jans",,library of congress name authority file
1208,"Geest, Cornelis van der",,
1209,"Gelder, Aert de",,library of congress name authority file
1210,"Goeree, Jan",,library of congress name authority file
1211,"Goes, Hugo van der",,library of congress name authority file
1212,"Goltzius, Hendrik",,library of congress name authority file
1213,"Gossaert, Jan",,library of congress name authority file
1214,"Goudt, Hendrik",,library of congress name authority file
1215,"Goyen, Jan van",,library of congress name authority file
1216,"Grimmer, Abel",,library of congress name authority file
1217,"Grünewald, Matthias",,library of congress name authority file
1218,"Haarlem, Cornelis Corneliszoon van",,library of congress name authority file
1219,"Haecht, Willem van",,library of congress name authority file
1220,"Haensbergen, Johan van",,
1221,"Hals, Dirck",,library of congress name authority file
1222,"Heem, Cornelis de",,
1223,"Heem, Jan Davidsz. de",,library of congress name authority file
1224,"Heemskerck, Egbert van",,library of congress name authority file
1225,"Heemskerk, Martin van",,library of congress name authority file
1226,"Heimbach, Wolfgang",,library of congress name authority file
1227,"Hemessen, Jan Sanders van",,library of congress name authority file
1228,"Hicks, Edward",,library of congress name authority file
1229,"Hoecke, Jan van den",,library of congress name authority file
1230,"Holbein, Hans",,library of congress name authority file
1231,"Hollar, Wenceslaus",,library of congress name authority file
1232,"Hondecoeter, Gillis Claesz.",,
1233,"Hondecoeter, Melchior de",,library of congress name authority file
1234,"Honthorst, Gerrit van",,library of congress name authority file
1235,"Hooch , Pieter de",,library of congress name authority file
1236,"Huber, Wolf",,library of congress name authority file
1237,"Huygens, Constantijn",,library of congress name authority file
1238,"Janssens, Abraham",,library of congress name authority file
1239,"Jegher, Christoffel",,library of congress name authority file
1240,"Jordaens, Jacob",,library of congress name authority file
1241,"Isenbrant, Adriaen",,library of congress name authority file
1242,"Juan, de Flandes",,library of congress name authority file
1243,"Keil, Bernhard",,
1244,"Key, Willem",,library of congress name authority file
1245,"Koninck , Philips",,library of congress name authority file
1246,"Lastman, Pieter",,library of congress name authority file
1247,"Lievens, Jan",,library of congress name authority file
1248,"Lint, Pieter van",,library of congress name authority file
1249,"Lombard, Lambert",,library of congress name authority file
1250,"Lucas, van Leyden",,library of congress name authority file
1251,"Maes, Nicolaes",,library of congress name authority file
1252,Maître de Flémalle,,library of congress name authority file
1253,Maître de la Légende de Sainte Lucie,,library of congress name authority file
1254,Maître du Saint-Sang,,
1255,"Malo, Vincent",,
1256,Master of 1518,,
1257,Master of the Female Half length figures,,
1258,Master of the Mansi Magdalene,,
1259,"Meckenem, Israhel van",,library of congress name authority file
1260,Meester van de Magdalena-legende,,library of congress name authority file
1261,Meester van de Virgo inter virgines,,library of congress name authority file
1262,Meister von Frankfurt,,library of congress name authority file
1263,Meister von Messkirch,,library of congress name authority file
1264,"Metsu, Gabriel",,library of congress name authority file
1265,"Metsys, Quentin",,library of congress name authority file
1266,"Miereveld, Michiel van",,library of congress name authority file
1267,"Moeyaert, Claes Cornelisz",,library of congress name authority file
1268,"Molenaar, Jan Miense",,library of congress name authority file
1269,"Momper, Josse de",,library of congress name authority file
1270,"Moreelse, Paulus",,library of congress name authority file
1271,"Moser, Liselotte",,
1272,"Mostaert, Jan",,
1273,"Mijtens, Jan",,library of congress name authority file
1274,"Neer, Aert van der",,library of congress name authority file
1275,"Ochtervelt, Jacob",,library of congress name authority file
1276,"Orley, Bernard van",,library of congress name authority file
1277,"Ostade, Adriaen van",,library of congress name authority file
1278,"Ostade, Isack van",,library of congress name authority file
1279,"Panneels, Willem",,library of congress name authority file
1280,"Ponder, Jacob de",,
1281,"Poubus, Frans",,
1282,"Pourbus, Frans",,library of congress name authority file
1283,"Provost, Jan",,library of congress name authority file
1284,"Quellinus, Erasmus",,library of congress name authority file
1285,"Reymerswaele, Marinus van",,
1286,"Rombouts, Theodor",,
1287,"Rottenhammer, Hans",,library of congress name authority file
1288,"Ruisdael, Jacob van",,library of congress name authority file
1289,"Ruysdael, Salomon van",,library of congress name authority file
1290,"Sallaert, Anthonis",,library of congress name authority file
1291,"Savery, Roelant",,library of congress name authority file
1292,"Schongauer, Martin",,library of congress name authority file
1293,"Schut, Cornelis",,library of congress name authority file
1294,"Scorel, Jan van",,library of congress name authority file
1295,"Seghers, Gerard",,library of congress name authority file
1296,"Seghers, Hercules",,library of congress name authority file
1297,"Sellaer, Vincent",,
1298,"Sittow, Michel",,library of congress name authority file
1299,"Snyders, Frans",,library of congress name authority file
1300,"Steen, Jan",,library of congress name authority file
1301,"Stimmer, Tobias",,library of congress name authority file
1302,"Suttermans, Justus",,library of congress name authority file
1303,"Swart, Jan",,
1304,"Sweerts, Michiel",,library of congress name authority file
1305,"Teniers, David",,library of congress name authority file
1306,"Teniers, David",,library of congress name authority file
1307,"Teniers, David",,library of congress name authority file
1308,"Terbrugghen, Hendrik",,library of congress name authority file
1309,"Thomas van Ypern, Johannes",,
1310,"Thulden, Theodoor van",,library of congress name authority file
1311,"Velde, Esaias van den",,library of congress name authority file
1312,"Velde, Willem van de",,library of congress name authority file
1313,"Velde, Jan van de",,library of congress name authority file
1314,"Velde, Willem van de",,library of congress name authority file
1315,"Vellert, Dirck Jacobsz.",,
1316,"Venne, Adriaen Pietersz. van de",,library of congress name authority file
1317,"Vermeulen, Jan",,
1318,"Vermeyen, Jan Cornelisz",,library of congress name authority file
1319,"Victors, Jan",,library of congress name authority file
1320,"Vinckeboons, David",,library of congress name authority file
1321,"Volmaryn, Pieter Crynse",,
1322,"Vos, Cornelis de",,library of congress name authority file
1323,"Vos, Maarten de",,library of congress name authority file
1324,"Vos, Paul de",,library of congress name authority file
1325,"Vos, Simon de",,
1326,"Vrancx, Sebastiaen",,library of congress name authority file
1327,"Weyden, Rogier van der",,library of congress name authority file
1328,"Wierix, Jan",,library of congress name authority file
1329,"Wierix, Jeronimus",,library of congress name authority file
1330,"Wildens, Jan",,library of congress name authority file
1331,"Willeboirts Bosschaert, Thomas",,library of congress name authority file
1332,"Witz, Konrad",,library of congress name authority file
1333,"Wolfert, Artus",,
1334,"Wouters, Frans",,
1335,"Wouwerman, Philips",,library of congress name authority file
1336,"Wtewael, Joachim",,library of congress name authority file
1337,"Zurbarán, Francisco",,library of congress name authority file
1338,"Allentuck, Marcia",,library of congress name authority file
1339,"Alpers, Svetlana",,library of congress name authority file
1340,"Anderson, Laurie",,library of congress name authority file
1341,"Andersson, Christiane",,library of congress name authority file
1342,"Andrews, Keith",,library of congress name authority file
1343,"Antal, Friedrich",,
1344,"Arbitman, Kahren Jones",,library of congress name authority file
1345,"Barnouw, Adriaan Jacob",,library of congress name authority file
1346,"Barron, Stephanie",,library of congress name authority file
1347,"Bauch, Kurt",,library of congress name authority file
1348,"Baudouin, Frans",,library of congress name authority file
1349,"Baumstark, Reinhold",,library of congress name authority file
1350,"Bautier, Pierre",,
1351,"Béguin, Sylvie",,library of congress name authority file
1352,"Belkin, Kristin Lohse",,library of congress name authority file
1353,"Berend-Corinth, Charlotte",,library of congress name authority file
1354,"Behrman, Cynthia Fansler",,library of congress name authority file
1355,"Benesch, Otto",,library of congress name authority file
1356,"Bevers, Holm",,library of congress name authority file
1357,"Bevington, David M.",,library of congress name authority file
1358,"Bialostocki, Jan",,library of congress name authority file
1359,"Block, Herbert",,library of congress name authority file
1360,"Bober, Phyllis Pray",,library of congress name authority file
1361,"Boggs, Jean Sutherland",,library of congress name authority file
1362,"Bolten, J.",,library of congress name authority file
1363,"Boon, Karel G.",,library of congress name authority file
1364,"Brown, Christopher",,library of congress name authority file
1365,"Burchard, Ludwig",,library of congress name authority file
1366,"Burchard, Otto",,
1367,"Cattaneo Adorno, Carlotta",,library of congress name authority file
1368,"Chaīkin, Nathan",,library of congress name authority file
1369,"Ciechanowiecki, Andrzej S.",,library of congress name authority file
1370,"Colie, Rosalie Littell",,library of congress name authority file
1371,"Comini, Alessandra",,library of congress name authority file
1372,"Constable, W. G. (William George)",,library of congress name authority file
1373,"Coolidge, John",,library of congress name authority file
1374,"Cunningham, Charles Crehore",,library of congress name authority file
1375,"Delen, A. J. J. (Adrien Jean Joseph)",,library of congress name authority file
1376,"Demus, Klaus",,library of congress name authority file
1377,"Carroll, Margaret D.  (Margaret Deutsch)",,library of congress name authority file
1378,"Downes, Kerry",,library of congress name authority file
1379,"Dulière, Gaston",,
1380,"Egorova , K. S. (Kseniia Sergeevna)",,library of congress name authority file
1381,"Einem, Herbert von",,library of congress name authority file
1382,"Eisler, Colin T.",,library of congress name authority file
1383,"Elliger, Ottmar",,local
1384,"Elsen, Albert Edward",,library of congress name authority file
1385,"Fenyo, Iván",,library of congress name authority file
1386,"Fenwick, Kathleen M.",,local
1387,"Frankl, Paul",,library of congress name authority file
1388,"Freedberg, David",,library of congress name authority file
1389,"Friedenberg, Daniel M.",,library of congress name authority file
1390,"Garlick, Kenneth",,library of congress name authority file
1391,"Gay, Peter",,library of congress name authority file
1392,"Gelder, Jan de",,
1393,"Geissler, Heinrich",,library of congress name authority file
1394,"Gerold, Susanne",,
1395,"Gerson, H. (Horst)",,library of congress name authority file
1396,"Geuer, Gisela",,
1397,"Gibson, Walter S.",,library of congress name authority file
1398,"Gilbert, Creighton",,library of congress name authority file
1399,"Glück, Gustav",,library of congress name authority file
1400,"Golahny, Amy",,library of congress name authority file
1401,"Golffing, Francis",,library of congress name authority file
1403,"Goris, Jan Albert",,library of congress name authority file
1404,"Grafe, I.",,
1405,"Gregori, Mina",,library of congress name authority file
1406,"Greindl, Edith",,library of congress name authority file
1408,"Grund, Norbert Joseph Carl",,library of congress name authority file
1409,"Gudlaugsson, S. J. (Sturla J.)",,library of congress name authority file
1410,"Haeger, Barbara",,library of congress name authority file
1411,"Hammer, Armand",,library of congress name authority file
1412,"Harris, Ann Sutherland",,library of congress name authority file
1413,"Hartford, Huntington",,library of congress name authority file
1415,"Haverkamp Begemann, Egbert",,library of congress name authority file
1416,"Heckscher, William S. (William Sebastian)",,library of congress name authority file
1417,"Held, Jutta",,library of congress name authority file
1418,"Herbst, Hans, Dr.",,
1419,"Herklotz, Ingo",,library of congress name authority file
1420,"Hibbard, Howard",,library of congress name authority file
1421,"Stoner, Joyce Hill",,library of congress name authority file
1422,"Hofmann, Werner",,library of congress name authority file
1423,"Müller Hofstede, Cornelius ",,library of congress name authority file
1424,"Hollander, Anne",,library of congress name authority file
1425,"Huemer, Frances",,library of congress name authority file
1426,"Hugelshofer, Walter",,library of congress name authority file
1427,"Hulst, Roger Adolf d'",,library of congress name authority file
1428,"Jaeger, Wolfgang",,library of congress name authority file
1430,"Jaffé, Michael",,library of congress name authority file
1431,"Janson, H. W. (Horst Woldemar)",,library of congress name authority file
1432,"Jantzen, Hans",,library of congress name authority file
1433,"Kaufmann, Emil",,library of congress name authority file
1434,"Kauffmann, Hans",,
1435,"Kahr, Madlyn Millner",,library of congress name authority file
1436,"Kaufmann, Thomas DaCosta",,library of congress name authority file
1437,"Keck, Caroline K. (Caroline Kohn)",,library of congress name authority file
1438,"Kelch, Jan",,library of congress name authority file
1439,"Klemm, Christian",,library of congress name authority file
1440,"Kristeller, Paul Oskar",,library of congress name authority file
1441,"Kultermann, Udo",,library of congress name authority file
1442,"Kurz, Otto",,library of congress name authority file
1443,"Kuznetsov , IU  (IUrii)",,
1444,"Lavin, Irving",,library of congress name authority file
1445,"Levine, David",,
1446,"Lieberman, Ralph",,library of congress name authority file
1447,"Lehrs, Max",,library of congress name authority file
1448,"Liedtke, Walter A.",,library of congress name authority file
1449,"Lowenthal, Anne W.",,library of congress name authority file
1450,"Logan, Anne-Marie S.",,library of congress name authority file
1451,"Lugt, Frits",,library of congress name authority file
1452,"Marsh, Reginald",,library of congress name authority file
1453,"Martin, John Rupert",,library of congress name authority file
1454,"Martin, Gregory",,library of congress name authority file
1455,"Mathey, Jacques",,library of congress name authority file
1456,"Mayer, Annelise",,
1457,"McIntosh, Millicent C.",,library of congress name authority file
1458,"McCurry, H. O.",,
1459,"McGrath, Elizabeth",,library of congress name authority file
1460,"Meiss, Millard",,library of congress name authority file
1461,"Mellinkoff, Ruth",,library of congress name authority file
1462,"Meulen, Marjon van der",,library of congress name authority file
1463,"Mielke, Hans",,library of congress name authority file
1464,"Millar, Oliver",,library of congress name authority file
1465,"Millen, Ronald",,library of congress name authority file
1466,"Mongan, Agnes",,library of congress name authority file
1467,"Mont, Frederick",,
1468,"Müller Hofstede, Justus",,library of congress name authority file
1469,"Muller, Jeffrey M.",,library of congress name authority file
1470,"Nash, Ray",,library of congress name authority file
1471,"Nordenfalk, Carl Adam Johan",,library of congress name authority file
1472,"Noske, Frits",,library of congress name authority file
1473,"Novak, Barbara",,library of congress name authority file
1474,"Oberhuber , Konrad",,library of congress name authority file
1475,"Osten, Gert von der",,library of congress name authority file
1476,"Panofsky-Soergel, Gerda",,library of congress name authority file
1477,"Pariset, François-Georges",,library of congress name authority file
1478,"Parkhurst, Charles",,library of congress name authority file
1479,"Porter, Katherine Anne",,library of congress name authority file
1480,"Posner, Donald",,library of congress name authority file
1481,"Puyvelde, Leo van",,library of congress name authority file
1482,"Renger, Konrad",,library of congress name authority file
1483,"Ring, Grete",,library of congress name authority file
1484,"Roethlisberger, Marcel",,library of congress name authority file
1485,"Rosand, David",,library of congress name authority file
1486,"Rose, Patricia",,library of congress name authority file
1487,"Rosenberg, Jakob",,library of congress name authority file
1488,"Rosenberg, Pierre",,library of congress name authority file
1489,"Sandy, Stephen",,library of congress name authority file
1490,"Sauerländer, Willibald",,library of congress name authority file
1491,"Schade, Werner",,library of congress name authority file
1492,"Schama, Simon",,library of congress name authority file
1494,"Scheyer, Evelyn",,
1495,"Schilling, Edmund",,library of congress name authority file
1496,"Schwartz, Gary",,library of congress name authority file
1497,"Schöne, Wolfgang",,library of congress name authority file
1498,"Schulz, Juergen",,library of congress name authority file
1499,"Serkin, Rudolf",,library of congress name authority file
1500,"Scribner, Charles",,library of congress name authority file
1501,"Skutsch, Otto",,library of congress name authority file
1502,"Slive, Seymour",,library of congress name authority file
1503,"Sloane, Joseph C.",,library of congress name authority file
1504,"Sluijter, Eric Jan",,library of congress name authority file
1505,"Smith, David R. (David Ross)",,library of congress name authority file
1506,"Spear, Richard E.",,library of congress name authority file
1508,"Steinberg, Leo",,library of congress name authority file
1509,"Sterling, Charles",,library of congress name authority file
1510,"Stewart, J. Douglas (John Douglas)",,library of congress name authority file
1511,"Stighelen, Katlijne van der",,library of congress name authority file
1512,"Strauss, Walter L.",,library of congress name authority file
1513,"Styhr, Jørgen",,
1514,"Sutton, Peter C.",,library of congress name authority file
1515,"Tennenbaum, Silvia",,library of congress name authority file
1516,"Tharp, Twyla",,library of congress name authority file
1517,"Thaw, Eugene Victor",,library of congress name authority file
1518,"Tietze, Andreas",,library of congress name authority file
1519,"Tietze, Hans",,library of congress name authority file
1520,"Tietze-Conrat, E. (Erika)",,library of congress name authority file
1521,"Varshavskaia, M. IA.",,library of congress name authority file
1522,"Vergara, Lisa",,library of congress name authority file
1523,"Veronee-Verhaegen, Nicole",,library of congress name authority file
1524,"Vertikoff, Alexander",,library of congress name authority file
1525,"Vey, Horst",,library of congress name authority file
1526,"Vlieghe, Hans",,library of congress name authority file
1527,"Voet, Léon",,library of congress name authority file
1528,"Volk, Mary Crawford",,library of congress name authority file
1529,"Voss, Hermann",,library of congress name authority file
1531,"Warnke, Martin",,library of congress name authority file
1532,"Weber, Gregor J. M.",,library of congress name authority file
1533,"Weinberg, H. Barbara (Helene Barbara)",,library of congress name authority file
1534,"Welu, James A.",,library of congress name authority file
1535,"White, Christopher",,library of congress name authority file
1536,"Wilkin, Karen",,library of congress name authority file
1537,"Winkler, Friedrich",,library of congress name authority file
1538,"Winner, Matthias",,library of congress name authority file
1539,"Wittkower, Rudolf",,library of congress name authority file
1540,"Wohl, Alice ",,library of congress name authority file
1541,"Wood, Jeremy",,library of congress name authority file
1542,"Wolf, Emile E.",,
1543,"Wolf, Robert Erich",,library of congress name authority file
1544,"Wright, Virginia",,
1545,"Wulc, Stanley S.",,
1546,"Wuttke, Dieter",,library of congress name authority file
1547,"Zimmer, Jürgen",,library of congress name authority file
1622,"Adler, Jeremy D.",,library of congress name authority file
1623,"Andersen, Eric",,library of congress name authority file
1624,"B., Mats",,library of congress name authority file
1625,"Benjamin, Jerry",,library of congress name authority file
1626,"Boyd, Don",,library of congress name authority file
1628,"Cook, Geoffrey",,library of congress name authority file
1629,"Cooper, Michael",,library of congress name authority file
1631,"Ernst, Ulrich",,library of congress name authority file
1635,"Hatherly, Ana",,library of congress name authority file
1637,"Kempton, Karl",,library of congress name authority file
1638,"Klintberg, Bengt af",,library of congress name authority file
1640,"Kostelanetz, Richard",,library of congress name authority file
1641,"Mahlow, Dietrich",,library of congress name authority file
1642,"McCaffery, Steve",,library of congress name authority file
1643,"Mew, Tommy",,
1644,"Moran, Robert",,library of congress name authority file
1645,"Morris, Michael",,library of congress name authority file
1646,"Morrow, Charlie",,library of congress name authority file
1648,"Pedersen, Knud",,library of congress name authority file
1649,"Peters, Robert",,library of congress name authority file
1650,"Phillips, Michael Joseph",,
1651,"Polkinhorn, Harry",,library of congress name authority file
1653,"Oliveros, Pauline",,library of congress name authority file
1654,"Rypson, Piotr",,library of congress name authority file
1655,Sarenco,,library of congress name authority file
1656,"Tóth, Gábor",,library of congress name authority file
1660,"Williams, Eugene",,library of congress name authority file
1661,"Hildebrandt, Hans",,library of congress name authority file
1662,"Archipenko, Alexander",,library of congress name authority file
1663,"Baumeister, Willi ",,library of congress name authority file
1664,"Hildebrandt, Lily",,library of congress name authority file
1665,"Hoffman, Malvina",,library of congress name authority file
1666,"Grimson, S. B. (Samuel B.)",,library of congress name authority file
1667,"Iacovleff, Alexandre",,library of congress name authority file
1668,"Lemordant, Jean Julian",,library of congress name authority file
1669,"Mestrovíc, Ivan",,library of congress name authority file
1670,"Moore, Marianne",,library of congress name authority file
1671,"Pavlova, Anna",,library of congress name authority file
1672,"Rodin, Auguste",,library of congress name authority file
1673,"Field, Stanley",,library of congress name authority file
1674,"Hocking, William Ernest",,library of congress name authority file
1675,"Hopkins, Henry",,library of congress name authority file
1677,"Horn, Andrew",,
1679,"Buchholz, Erich",,library of congress name authority file
1681,"Hiller, Kurt",,library of congress name authority file
1682,"Hilty, Hans Rudolf",,library of congress name authority file
