ASpace_ID,Names,Authority_ID,Source
741,"A.I.R. Gallery (New York, N.Y.)",,library of congress name authority file
742,Alexander Construction Company,,library of congress name authority file
745,USC Fisher Museum of Art,,library of congress name authority file
746,Los Angeles Center for Photographic Studies,,library of congress name authority file
747,Gaechter & Clausen,,
748,"Japanese American National Museum (Los Angeles, Calif.)",,library of congress name authority file
749,Otis College of Art and Design,,library of congress name authority file
750,Vincent Price Art Museum,,library of congress name authority file
751,Los Angeles (Calif.). Cultural Affairs Department,,library of congress name authority file
752,Los Angeles Municipal Art Gallery,,library of congress name authority file
753,Watts Towers Art Center,,library of congress name authority file
754,McDermott & McGough,,library of congress name authority file
755,Pierre et Giles,,library of congress name authority file
756,Lunn Gallery,,library of congress name authority file
757,Lunn Ltd,,library of congress name authority file
758,Graphics International Ltd,,library of congress name authority file
759,Bourne & Shepherd,,library of congress name authority file
760,P. Vuccino & Co.,,
761,Vussuntrao Hurrychund & Co.,,
765,Los Angeles Contemporary Exhibitions (Gallery),,library of congress name authority file
766,Peter A. Juley & Son,,local
767,Raymond Fortt Studios,,local
768,Spurlock Poirier Landscape Architects,,local
769,L.A. as Subject (Project),,library of congress name authority file
771,Kypriakon Mouseion (Cyprus),,library of congress name authority file
772,California African-American Museum,,library of congress name authority file
774,J. Paul Getty Museum. Department of Education and Academic Affairs,,local
775,P.A.P. Kunstagentur (Firm),,library of congress name authority file
776,Aktions-Analytische Organisation,,library of congress name authority file
777,"Friedrichshof (Zurndorf, Austria)",,library of congress name authority file
778,Germany. Reichsarbeitsdienst,,library of congress name authority file
779,Andalusia (Spain). Consejería de Cultura,,library of congress name authority file
780,Dex (Prefabrications) Limited,,local
781,Mod-X Holdings Limited,,local
782,Documenta,,library of congress name authority file
783,Festival internazionale del film di Locarno,,library of congress name authority file
785,Phébus (Firm),,
786,"Süleymaniye Camii (Istanbul, Turkey)",,library of congress name authority file
787,"Sultanahmet Camii (Istanbul, Turkey)",,library of congress name authority file
788,Topkapı Sarayı Müzesi,,library of congress name authority file
789,Dolmabahçe Sarayı,,library of congress name authority file
790,"Hippodrome of Constantinople (Istanbul, Turkey)",,library of congress name authority file
791,Gülmez Frères (Firm),,
795,Cathédrale de Chartres,,library of congress name authority file
796,Getty Research Institute. Conservation Department,,
797,Claire Copley Gallery,,
800,Getty Research Institute. Digital Services,,
804,J. Paul Getty Trust. Facilities Services,,
805,Biennale di Venezia,,ingest
808,Bibliothèque nationale de France,,library of congress name authority file
809,Institut de recherche et d'histoire des textes (France),,library of congress name authority file
810,Národní muzeum v Praze. Knihovna,,library of congress name authority file
811,Rossiĭskai︠a︡ akademii︠a︡ nauk. Biblioteka,,library of congress name authority file
812,Rossiĭskai︠a︡ nat︠s︡ional'nai︠a︡ biblioteka,,library of congress name authority file
813,Umĕleckoprůmyslové muzeum v Praze,,library of congress name authority file
815,Unesco,,library of congress name authority file
816,Organization of World Heritage Cities,,library of congress name authority file
817,Gemini G.E.L. (Firm),,library of congress name authority file
818,Thing Quarterly,,local
819,Millers Falls Company,,library of congress name authority file
820,Four Seasons (Restaurant),,library of congress name authority file
821,Altounian-Lorbet Antiquaires (firm),,local
822,"Museo del Templo Mayor (Mexico City, Mexico)",,library of congress name authority file
823,"KPFK (Radio station : Los Angeles, Calif.)",,library of congress name authority file
824,Mesoamerican Archive and Research Project--Congresses,,library of congress name authority file
829,Norman Bel Geddes & Company,,
835,Rodarte,,library of congress name authority file
836,No Age (Musical group),,library of congress name authority file
862,Pereira & Luckman,,library of congress name authority file
864,Kappe Architects Planners,,local
865,Wurdeman and Becket,,library of congress name authority file
866,Welton Becket and Associates,,library of congress name authority file
867,"Plummer, Wurdeman and Becket",,local
868,Plummer and Feil,,local
869,Becket Group,,local
875,"Bodmer, Wurdeman and Becket",,local
876,"Kākh-i Gulistān (Tehran, Iran)",,library of congress name authority file
878,American Federation of Arts,,ulan
879,Museum Management Institute,,local
880,Museum Leadership Institute,,local
882,Kunst.Halle.Krems,,library of congress name authority file
883,Fotomuseum Winterthur,,library of congress name authority file
886,KPMG LLP (U.S.),,library of congress name authority file
887,Getty Research Institute. Curatorial Department ,,local
888,Majlis al-A'lá lil-Āthār (Egypt),,library of congress name authority file
890,"Getty Villa (Malibu, Calif.)",,ingest
891,Fondazione Memmo (Italy),,library of congress name authority file
894,J. Paul Getty Trust. Planning and Process Management,,local
895,Royal Academy of Arts (Great Britain),,library of congress name authority file
896,"Kitchen Center for Video, Music, Dance, Performance, Film, and Literature (New York, N.Y.)",,ingest
898,Getty Research Institute. Deputy Director's office,,local
899,Cotsen Foundation,,library of congress name authority file
900,"White Studio (New York, N.Y.)",,library of congress name authority file
901,Baker’s Art Gallery,,library of congress name authority file
902,Elite (Photographic firm),,library of congress name authority file
903,"Apeda Studio (New York, N.Y.)",,library of congress name authority file
906,Academia Imperial das Bellas Artes (Brazil),,library of congress name authority file
907,"Exposição do Centenario do Brasil--(1922-1923 : Rio de Janiero, Brazil)",,library of congress name authority file
908,"Exposição Nacional do Brasil--(Rio de Janiero, Brasil)",,library of congress name authority file
909,Companhia Photographica Brazileira,,
910,Estúdio Gaensly & Lindemann,,
911,Ferrari & Irmão,,
912,Stahl & Wahnschaffe,,
915,"Exposição Nacional do Brasil--(Rio de Janiero, Brasil)",,library of congress name authority file
916,"Exposição do Centenario do Brasil--(1922-1923 : Rio de Janiero, Brazil)",,library of congress name authority file
917,Academia Imperial das Bellas Artes (Brazil),,library of congress name authority file
918,Stahl &amp; Wahnschaffe,,ingest
919,Companhia Photographica Brazileira,,ingest
920,Estúdio Gaensly &amp; Lindemann,,ingest
921,Ferrari &amp; Irmão,,ingest
924,Duveen Brothers,,lcnaf
928,M. Knoedler &amp; Co.,,lcnaf
929,Thos. Agnew and Sons Ltd.,,lcnaf
930,"F. Kleinberger Galleries (New York, N.Y.)",,lcnaf
931,"Wildenstein and Company (New York, N.Y.)",,lcnaf
937,Overseas Missionary Fellowship,,lcnaf
938,"Tian Tan (Beijing, China)",,lcnaf
940,United States. National Park Service,n 79022809,library of congress name authority file
946,Esnauts et Rapilly (publisher),,library of congress name authority file
947,Campion frères (publisher),,library of congress name authority file
948,Mondhare et Jean (publishers),,library of congress name authority file
949,Troude (Firm),,
950,Terry (Firm),,
952,Delloye Desmé et Compagnie (publisher),,
953,Dépôt de la guerre (France),,library of congress name authority file
954,Malo frères,,library of congress name authority file
955,Le Roi (Publisher),,
956,Lith. P. Bineteau,,
957,Binet Editeur (publisher),,
958,Garnier frères (publisher),,library of congress name authority file
959,Imprimerie Simon,,
960,Lith. Kaeppelin (printer),,library of congress name authority file
961,"Lith. Bouquillard (printer, publisher)",,
962,"Palais de l'industrie (Paris, France : 1844)",,
963,"Exposition de l'industrie nationale (1844 : Paris, France)",,
964,Imprimerie Rigo (printer),,library of congress name authority file
965,Imprimerie Lemercier et cie (printer),,library of congress name authority file
966,Imprimerie Chaix (printer),,library of congress name authority file
967,"Exposition nationale des produits de l'industrie agricole et manufacturière (1849 : Paris, France)",,library of congress name authority file
968,Imprimerie de Beau (printer),,
969,Lith. Vayron (printer),,
970,Hachette (Firm) (publisher),,library of congress name authority file
972,Imp. Lamoureux (printer),,
973,A. Bes et F. Dubreuil (publisher),,library of congress name authority file
974,Napoléon Chaix et Cie (publisher),,library of congress name authority file
975,Renault et Cie (publisher),,
976,Achille Faure (Firm) (publisher),,library of congress name authority file
977,Lith. Gover (printer),,
978,Vigneau & Pasquier (binders),,
979,Imp. Caillet (printer),,
980,Imp. Toussaint (printer),,
981,Erhard (Firm) (printer),,library of congress name authority file
982,Imp. Dufrenoy (printer),,
983,"Grand Hôtel (Paris, France) (publisher)",,
984,Imprimerie Noailles (printer),,
985,Gauthier-Villars et fils (printer),,
986,Imp. Monrocq (printer),,
987,Maison Logerot (publisher),,
988,Dufrénoy (Firm) (printer),,
989,Imp. Kapp (printer),,
990,Cartes Taride (Firm) (publisher),,library of congress name authority file
991,Grands magasins du Louvre (publisher),,
992,"Bon Marché (Paris, France),  (publisher)",,library of congress name authority file
993,Imp. Hermet (printer),,
994,Typ. Walder (printer),,
995,Imp. Viallet (printer),,
996,Typ. Ch. Unsinger (printer),,
997,Barthelemier Frères (engravers),,
998,E. Lanée (firm) (publisher),,library of congress name authority file
999,Imp. de Frault (printer),,
1000,"Rosselin (Firm) (publisher, print seller)",,
1001,Dauty (Firm) (active 1831-1837) (publisher),,library of congress name authority file
1002,Dauty (Firm) (map seller),,library of congress name authority file
1006,Deutsche Zentralverwaltung für Volksbildung in der Sowjetischen Besatzungszone,,ingest
1007,Verlag Das Beste GmbH,,lcnaf
1008,Stuttgarter Kunstkabinett,,lcnaf
1009,Privatinitiative Kunst,,ingest
1010,Kunsthaus Lempertz,,lcnaf
1011,Kommission zur Verwertung der eingezogenen Produkte entarteter Kunst,,ingest
1012,Ernst Barlach Gesellschaft,,lcnaf
1013,Galerie Fischer,,lcnaf
1014,Einsatzstab Reichsleiter Rosenberg für die Besetzten Gebiete,,lcnaf
1015,Deutscher Werkbund,,lcnaf
1016,Kunstarchiv Arntz,,lcnaf
1018,"J. Paul Getty Museum. Education, Public Programs and Interpretive Media",,local
1020,"Ferus Gallery (Los Angeles, Calif.) -- History",,lcnaf
1024,California Institute of the Arts,,lcnaf
1025,Henry E. Huntington Library and Art Gallery,,lcnaf
1026,Vincent Price Art Museum,,lcnaf
1027,USC Fisher Museum of Art,,lcnaf
1028,California African-American Museum,,lcnaf
1029,UCLA Film and Television Archive,,lcnaf
1030,Los Angeles County Museum of Art,,lcnaf
1031,Films by Alexa Oona Schulz (Firm),,local
1032,Los Angeles Contemporary Exhibitions (Gallery),,lcnaf
1033,Ruth Chandler Williamson Gallery,,lcnaf
1034,Los Angeles (Calif.). Cultural Affairs Department,,lcnaf
1035,Armand Hammer Museum of Art and Cultural Center,,lcnaf
1036,Armory Center for the Arts,,lcnaf
1037,"Japanese American National Museum (Los Angeles, Calif.)",,lcnaf
1038,American Museum of Ceramic Art,,lcnaf
1039,Otis College of Art and Design,,lcnaf
1040,Los Angeles Filmforum,,ingest
1041,Orange County Museum of Art (Calif.),,lcnaf
1043,"Pomona College (Claremont, Calif.). Museum of Art",,lcnaf
1044,"Woman's Building (Los Angeles, Calif.) -- History",,lcnaf
1045,State Street Bank and Trust company,n87852123,library of congress name authority file
1047,J. Paul Getty Trust. Chief Operating Officer,,local
1048,J. Paul Getty Trust. Internal Audit,,local
1049,J. Paul Getty Museum. Department of Sculpture and Decorative Arts,,local
1061,Gülmez Frères (Firm),,ingest
1062,Robertson &amp; Beato,,library of congress name authority file
1063,Sebah &amp; Joaillier,,library of congress name authority file
1064,Phébus (Firm),,ingest
1065,Goupil &amp; Cie,,library of congress name authority file
1067,Apollon (Firm),,library of congress name authority file
1068,"Sultanahmet Camii (Istanbul, Turkey)",,library of congress name authority file
1069,Dolmabahçe Sarayı,,library of congress name authority file
1070,"Süleymaniye Camii (Istanbul, Turkey)",,library of congress name authority file
1071,"Hippodrome of Constantinople (Istanbul, Turkey)",,library of congress name authority file
1072,Topkapı Sarayı Müzesi,,library of congress name authority file
1073,Ayasofya Müzesi,,library of congress name authority file
1076,"GAP, Inc.",,lcnaf
1077,Nazraeli Press,,lcnaf
1081,J. Paul Getty Museum. Department of Paintings Conservation,,local
1087,Coop Himmelblau,n84025772,library of congress name authority file
1153,Esnauts et Rapilly (publisher),,library of congress name authority file
1154,Campion frères (publisher),,library of congress name authority file
1155,Mondhare et Jean (publishers),,library of congress name authority file
1156,Troude (Firm),,ingest
1157,Terry (Firm),,ingest
1158,"Rosselin (Firm) (publisher, print seller)",,ingest
1159,Dauty (Firm) (map seller),,library of congress name authority file
1160,Delloye Desmé et Compagnie (publisher),,ingest
1161,Dauty (Firm) (active 1831-1837) (publisher),,library of congress name authority file
1162,Le Roi (Publisher),,ingest
1163,Lith. P. Bineteau,,ingest
1164,Binet Editeur (publisher),,ingest
1165,Garnier frères (publisher),,library of congress name authority file
1166,Imprimerie Simon,,ingest
1167,Lith. Kaeppelin (printer),,library of congress name authority file
1168,"Lith. Bouquillard (printer, publisher)",,ingest
1169,"Palais de l'industrie (Paris, France : 1844)",,ingest
1170,"Exposition de l'industrie nationale (1844 : Paris, France)",,ingest
1171,Imprimerie Rigo (printer),,library of congress name authority file
1172,Imprimerie Lemercier et cie (printer),,library of congress name authority file
1173,Imprimerie Chaix (printer),,library of congress name authority file
1174,Imprimerie de Beau (printer),,ingest
1175,Lith. Vayron (printer),,ingest
1176,Imp. de Frault (printer),,ingest
1177,Hachette (Firm) (publisher),,library of congress name authority file
1178,Imp. Lamoureux (printer),,ingest
1179,A. Bes et F. Dubreuil (publisher),,library of congress name authority file
1180,E. Lanée (firm) (publisher),,library of congress name authority file
1181,Napoléon Chaix et Cie (publisher),,library of congress name authority file
1182,Renault et Cie (publisher),,ingest
1183,Typ. Walder (printer),,ingest
1184,Imp. Viallet (printer),,ingest
1185,Barthelemier Frères (engravers),,ingest
1186,Achille Faure (Firm) (publisher),,library of congress name authority file
1187,Lith. Gover (printer),,ingest
1188,Vigneau &amp; Pasquier (binders),,ingest
1189,Imp. Caillet (printer),,ingest
1190,Imp. Toussaint (printer),,ingest
1191,Imp. Hermet (printer),,ingest
1192,Erhard (Firm) (printer),,library of congress name authority file
1193,Imp. Dufrenoy (printer),,ingest
1194,"Grand Hôtel (Paris, France) (publisher)",,ingest
1195,Imprimerie Noailles (printer),,ingest
1196,Typ. Ch. Unsinger (printer),,ingest
1197,Gauthier-Villars et fils (printer),,ingest
1198,Imp. Monrocq (printer),,ingest
1199,Maison Logerot (publisher),,ingest
1200,Dufrénoy (Firm) (printer),,ingest
1201,Imp. Kapp (printer),,ingest
1202,Cartes Taride (Firm) (publisher),,library of congress name authority file
1203,Grands magasins du Louvre (publisher),,ingest
1204,"Bon Marché (Paris, France), (publisher)",,library of congress name authority file
1207,Pasadena City College,,
1211,Exposición Universal de Barcelona,,lcnaf
764,Patrick Painter Inc,,naf
1017,Getty Research Institute. Digital Art History ,,
60,London Stereoscopic Company,,library of congress name authority file
98,"Exposition universelle internationale de 1900 (Paris, France)",,library of congress name authority file
825,Exposition universelle de 1867 à Paris,,library of congress name authority file
837,"Great Exhibition--(1851 : London, England)",,library of congress name authority file
838,Exposition universelle de Paris en 1855,,library of congress name authority file
839,"Centennial Exhibition--(1876 : Philadelphia, Pa.)",,library of congress name authority file
840,"Interstate Industrial Exhibition--(1873 : Chicago, Ill.)",,library of congress name authority file
841,"World's Industrial and Cotton Centennial Exposition--(1884-1885 : New Orleans, La.)",,library of congress name authority file
842,"World's Columbian Exposition--(1893 : Chicago, Ill.)",,library of congress name authority file
843,"Californina Midwinter International Exposition--(1894 : San francisco, Calif.)",,library of congress name authority file
844,"Pan-American Exposition--(1901 : Buffalo, N.Y.)",,library of congress name authority file
845,"Louisiana Purchase Exposition--(1904 : Saint Louis, Mo.)",,library of congress name authority file
846,"Century of Progress International Exposition--(1933-1934 : Chicago, Ill.)",,library of congress name authority file
847,American Stereoscopic Company,,library of congress name authority file
848, E. & H.T. Anthony (Firm),,library of congress name authority file
849, H.C. White Co.,,library of congress name authority file
851,Stereo-Travel Co.,,library of congress name authority file
852,Universal Photo Art Co.,,library of congress name authority file
853,Universal Stereoscopic View Co.,,library of congress name authority file
854,Griffith & Griffith,,library of congress name authority file
855,Léon et Lévy,,library of congress name authority file
856,Breveté,,
857,Ferrier et Soulier,,
858,B.W. Kilburn Company,,library of congress name authority file
1055,Poetry Society of America,,library of congress name authority file
1056,Los Angeles County Metropolitan Transportation Authority,,library of congress name authority file
1057,Santa Monica (Calif.). Arts Commission,,library of congress name authority file
1058,Occidental College,,library of congress name authority file
1059,Friends of the Los Angeles River,,library of congress name authority file
792,Naropa Institute,,library of congress name authority file
1060,Beyond Baroque Literary Arts Center,,library of congress name authority file
1075,"Kitchen Center for Video, Music, Dance, Performance, Film, and Literature (New York, N.Y.)",,ingest
196,Lucien Lefebvre-Foinet (Firm),,
197,Copley Galleries,,library of congress name authority file
198,"Galleria del naviglio (Milan, Italy)",,library of congress name authority file
199,Loudmer-Poulain (Firm),,library of congress name authority file
200,Hôtel Drouot,,library of congress name authority file
201,Mannheimer Kunstverein,,library of congress name authority file
63,International Design Conference in Aspen,,library of congress name authority file
806,Städtisches Moritzburg-Museum.,,ingest
807,National-Galerie (Germany).,,ingest
353,"Hollyhock House (Hollywood, Los Angeles, Calif.)",,library of congress name authority file
360,Solomon R. Guggenheim Museum,,library of congress name authority file
364,"Kaufmann Desert House (Palm Springs, Calif.)",,
365,"Eames House (Los Angeles, Calif.)",,local
367,"Miller House (Palm Springs, Calif.)",,
368,"Hale House (Los Angeles, Calif.)",,
369,Angels Flight (Railway),,library of congress name authority file
370,"California Club (Los Angeles, Calif.)",,library of congress name authority file
371,"Simon Rodia's Towers (Los Angeles, Calif.)",,library of congress name authority file
372,Bullock's Wilshire (Department store),,library of congress name authority file
373,"Chinese Theatre (Los Angeles, Calif.)",,library of congress name authority file
374,"Los Angeles City Hall (Los Angeles, Calif.)",,
375,Los Angeles (Calif.). Department of Water and Power,,library of congress name authority file
376,"Racquet Club (Palm Springs, Calif.)",,library of congress name authority file
377,Palm Springs Desert Museum,,library of congress name authority file
378,Beverly Hills Hotel,,library of congress name authority file
379,"Schindler House (Los Angeles, Calif.)",,library of congress name authority file
380,"Shulman House (Los Angeles, Calif.)",,
381,"Taliesin West (Scottsdale, Ariz.)",,
382,"Freeman House (Hollywood, Los Angeles, Calif.)",,library of congress name authority file
383,Museo Rufino Tamayo,,library of congress name authority file
384,Albert C. Martin and Associates,,library of congress name authority file
385,Buff & Hensman,,library of congress name authority file
386,"Morgan, Walls & Clements",,library of congress name authority file
387,Clark & Frey,,local
388,"Clark, Frey & Chambers",,local
389,Frey & Chambers,,local
390,"Smith, Powell and Morgridge",,local
391,Smith & Williams,,local
394,"Williams, Williams and Williams",,local
395,"Buff, Straub and Hensman",,local
396,"Killingsworth, Brady, Smith and Associates",,local
397,"Wurster, Bernardi, and Emmons",,library of congress name authority file
870,"Case Study House No. 9 (Los Angeles, Calif.)",,ingest
871,"Wayfarers Chapel (Rancho Palos Verdes, Calif.)",,ingest
872,Williams and Williams.,,ingest
593,Courret Hermanos,,library of congress name authority file
873,"Williams, Clark & Williams.",,ingest
830,Catedral de Arequipa,,library of congress name authority file
831,Catedral de Lima,,library of congress name authority file
832,Catedral de Santiago,,library of congress name authority file
1215,"Long hua si (Shanghai, China)",,lcnaf
1221,Getty Foundation,,library of congress name authority file
1222,Getty Grant Program,,library of congress name authority file
1224,J. Paul Getty Museum. Preparations,,local
517,J. Paul Getty Museum. Publications,,
651,Getty Foundation. Director's Office,,local
515,J. Paul Getty Museum. Accounting Department,,local
537,J. Paul Getty Museum. Information Systems,,local
541,J. Paul Getty Museum. Bookstore,,local
567,J. Paul Getty Trust. Publications,,
459,J. Paul Getty Museum. Department of Manuscripts,,library of congress name authority file
889,J. Paul Getty Museum. Villa Program Coordination,,ingest
643,Getty Research Institute. Registrar's Office,,local
770,J. Paul Getty Musuem. Department of Academic Affairs,,
540,J. Paul Getty Museum. Exhibition Design,,local
877,J. Paul Getty Museum. Museum Budget & Finance Office,,local
72,"University of California, Los Angeles",,library of congress name authority file
440,Karl-Ernst-Osthaus-Museum,,library of congress name authority file
892,Getty Research Institute. Institutional Records and Archives,,
441,"Hamilton College (Clinton, N.Y.)",,library of congress name authority file
905,J. Paul Getty Museum. Communications and Public Affairs,,
1231,The Nethercutt Collection,,local
620,J. Paul Getty Museum. Collection Information and Access Department,,
476,J. Paul Getty Museum.. Department of Public Information and Visitor Services,,local
511,J. Paul Getty Museum. Deptartment of Antiquities Conservation,,library of congress name authority file
519,J. Paul Getty Museum. Registrar's Office,,
469,J. Paul Getty Museum . Department of Decorative Arts,,local
716,Orange County Museum of Art (Calif.),,library of congress name authority file
21,Yi chang,,
714,Rugby School,,library of congress name authority file
22,Getty Research Institute. Research Library,,library of congress name authority file
348,"Artists' Club (New York, N.Y.)",,
349,Artists Space (Gallery),,library of congress name authority file
350,National Endowment for the Arts,,library of congress name authority file
351,Marie Walsh Sharpe Art Foundation,,library of congress name authority file
532,Carlhian (Firm),,library of congress name authority file
608,Alary & Geiser,,
784,Robertson & Beato,,library of congress name authority file
850,Keystone View Company,,library of congress name authority file
1066,Abdullah frères,,library of congress name authority file
580,"Ferus Gallery (Los Angeles, Calif.)",,library of congress name authority file
1085,Underwood & Underwood,,lcnaf
1086,"Maison Bonfils (Beirut, Lebanon)",,lcnaf
583,"Irving Blum Gallery (Los Angeles, Calif.)",,
1232,Rugby School,,library of congress name authority file
341,"Black Mountain College (Black Mountain, N.C.)",,library of congress name authority file
342,Haystack Mountain School of Crafts,,library of congress name authority file
715,"Museum of Contemporary Art (Los Angeles, Calif.) ",,library of congress name authority file
343,C.G. Jung Foundation for Analytical Psychology,,library of congress name authority file
512,J. Paul Getty Museum. Department of Photographs,,library of congress name authority file
697,J. Paul Getty Museum. Public Programs,,local
874,J. Paul Getty Trust. Facilities. Audio Visual,,local
1226, France. Armée. Armée d’Afrique,,lcnaf
1227,Muséum national d’histoire naturelle (France),,lcnaf
1228,American Baptist Mission Press (Burma),,lcnaf
1229,Watts & Skeen,,lcnaf
132,"Duits, Ltd. (Gallery : London, England)",,library of congress name authority file
1230,"Rvhe ti gum Ce ti to (Rangoon, Burma)",,lcnaf
154,"French & Company (New York, N.Y.)",,library of congress name authority file
660,"Douwes Fine Art Gallery (London, England)",,library of congress name authority file
662,David Koetser Gallery,,library of congress name authority file
514,"Hollywood Bowl (Los Angeles, Calif.)",,library of congress name authority file
642,Getty Research Institute. Director's Office,,local
698,J. Paul Getty Trust. Information Technology Services,,local
1050,Gaechter &amp; Clausen,,ingest
1051,Documenta,,library of congress name authority file
1052,Festival internazionale del film di Locarno,,library of congress name authority file
692,Pacific Standard Time (Project),,local
1053,Biennale di Venezia,,ingest
1054,"Biennale di Venezia (Venice, Italy)",,library of congress name authority file
54,Neurdein frères,,library of congress name authority file
61,Sebah & Joaillier,,library of congress name authority file
595,Fratelli Alinari,,library of congress name authority file
794,Photographie Giraudon,,local
19,J. Paul Getty Museum. Villa Program Coordination,,local
712,"J. Paul Getty Museum.. Personnel and Administrative Services, Villa",,
652,Getty Conservation Institute. Director's Office,,local
885,Getty Conservation Institute. Training Program,,ingest
913,J. Paul Getty Museum. Public Programs Villa,,local
628,Getty Conservation Institute. Training Program,,
927,Getty Conservation Institute,,library of congress name authority file
236,Coum Transmissions (Musical group) ,,library of congress name authority file
237,Franklin Furnace (Archive),,library of congress name authority file
914,Getty Conservation Institute. Collections Department,,local
238,Institute for Art and Urban Resources,,library of congress name authority file
239,"Kitchen Center for Video, Music, Dance, Performance, Film, and Literature (New York, N.Y.) ",,library of congress name authority file
240,Leo Castelli Gallery,,library of congress name authority file
904,Getty Research Institute. Library Information Systems,,local
579,J. Paul Getty Trust. Security Department,,local
863,J. Paul Getty Trust. Procurement and Contract Services,,
1046,"J. Paul Getty Trust, Office of the Vice President Finance and Administration",,local
681,J. Paul Getty Trust. Capital Project Support,,local
932,Getty Research Institute. Research Library,,lcnaf
1082,Capture Imaging,,local
531,Getty Research Institute. Contemporary Programs and Research,,local
561,J. Paul Getty Trust.. Accounting Department,,local
793,Getty Conservation Institute. Director's Office,,ingest
814,Getty Conservation Institute. Field Projects Division,,ingest
578,Getty Conservation Institute. Scientific Program,,
1239,Teachers Documentary Project,,
627,Getty Conservation Institute. Documentation Program,,
884,Getty Conservation Institute. Education Department,,local
936,Getty Conservation Institute. Field Projects Division,,ingest
743,"Dwan Gallery (New York, N.Y.)",,library of congress name authority file
744,"Dwan Gallery (Los Angeles, Calif.)",,library of congress name authority file
1238,Los Angeles County Economic Development Corporation,98108890,library of congress name authority file
16,City of Los Angeles,,library of congress name authority file
926,Getty Conservation Institute. Director's Office,,ingest
941,Getty Conservation Institute. Buildings and Sites Department,,local
570,J. Paul Getty Museum. Imaging Services,,
893,Getty Conservation Institute. Communications Department,,local
1247,"Ruwanweliseya (Anuradhapura, Sri Lanka)",,lcnaf
536,J. Paul Getty Museum. Education Department,,library of congress name authority file
762,Knoedler Kasmin Limited,,library of congress name authority file
1003,Kasmin Limited,,ingest
516,J. Paul Getty Museum. Board of Trustees,,
250,Fluxus (Group of Artists),,library of congress name authority file
449,J. Paul Getty Museum . Director's Office,,local
539,J. Paul Getty Museum. Department of Decorative Arts Conservation,,local
202,Sidney Janis Gallery,,library of congress name authority file
251,"Hansa Gallery (New York, N.Y.)",,
833,Reuben Gallery,,library of congress name authority file
649,Getty Research Institute. Collection Development Department,,
680,Getty Research Institute. Exhibitions,,local
834,Judson Memorial Church,,library of congress name authority file
1021,Getty Research Institute. Department of Architecture and Contemporary Art,,local
1022,Getty Foundation,,lcnaf
1023,Pacific Standard Time (Project),,local
1209,Getty Conservation Institute. Training Program,,ingest
1261,"Douwes Fine Art Gallery (London, England)",,lcnaf
1262,David Koetser Gallery,,lcnaf
1263,"French &amp; Company (New York, N.Y.)",,lcnaf
1264,"Duits, Ltd. (Gallery : London, England)",,lcnaf
1265,"French &amp; Company (New York, N.Y.) -- Photograph collections",,lcnaf
1266,David Koetser Gallery -- Photograph collections,,lcnaf
1267,"Duits, Ltd. (Gallery : London, England) -- Photograph collections",,lcnaf
1268,"Douwes Fine Art Gallery (London, England) -- Photograph collections",,lcnaf
1269,Museum Folkwang Essen,,lcnaf
1270,Manus-Offizin Fritz Voigt,,ingest
1271,Van Diemen-Lilienfeld Galleries,,lcnaf
1272,Kunstmuseum Bern,,lcnaf
1273,Amsler &amp; Ruthardt,,lcnaf
1274,Graphische Sammlung Albertina,,lcnaf
1233,H. Meysel Nachfol.,,ingest
1234,Deutsche Bildkunst-Hilfe (Firm),,ingest
1235,Neuland-Verlag,,ingest
1236,Gross-Berliner-Arbeitsgemeinschaft für alkoholfreie Jugenderziehung,,ingest
1237,Keltz &amp; Meiners,,ingest
1240,Coracle Press,,lcnaf
1241,Franklin Furnace (Archive),,lcnaf
1242,Coum Transmissions (Musical group),,lcnaf
1243,Institute for Art and Urban Resources,,lcnaf
571,Svenska Cypernexpeditionen (1927-1931),,library of congress name authority file
1244,Leo Castelli Gallery,,lcnaf
1248,Experiments in Art and Technology (Organization),,lcnaf
1249,Experiments in Art and Technology Los Angeles (Organization),,ingest
1250,"Expo '70 (Osaka, Japan)",,lcnaf
1276,Leo Castelli Gallery,,library of congress name authority file
1277,M. Knoedler &amp; Co.,,library of congress name authority file
456,J. Paul Getty Trust. Office of the President,,
897,Getty Research Institute. Department of Administration,,local
470,"Art Properties, Inc.",,
184,"Metropolitan Museum of Art (New York, N.Y.)",,library of congress name authority file
471,Fine Arts Corporation (J. Paul Getty),,
472,Gaiola Corporation,,local
490,Columbia University,,library of congress name authority file
510,Pratt Institute,,library of congress name authority file
704,"Program for Art on Film (New York, N.Y.)",,ingest
457,International Council of Monuments and Sites,,library of congress name authority file
458,International Committee of Architectural Photogrammetry,,library of congress name authority file
564,Getty Conservation Institute. Field Projects Division,,
509,"Program for Art on Film (New York, N.Y.)",,library of congress name authority file
508,J. Paul Getty Trust. Communications Department,,local
665,Rheinisches Bildarchiv,,library of congress name authority file
668,Hirmer Fotoarchiv,,local
1019,Getty Research Institute,,lcnaf
1278,Rheinisches Bildarchiv,,lcnaf
1279,Hirmer Fotoarchiv,,local
235,Coracle Press,,library of congress name authority file
545,Tarasque Press,,library of congress name authority file
546,workfortheeyetodo,,local
547,Victoria Miro Gallery,,library of congress name authority file
600,Martha Jackson Gallery,,library of congress name authority file
690,Lapis Press,,library of congress name authority file
859,Shunk-Kender,,
860,"Galerie J (Paris, France)",,lcnaf
